"","X1","BMY","CBZ","long_distance","Fx","Fy","MI_X","MI_Y"
"91",2009-05-13,0.852177554438861,0.813137032842582,NA,0.38961038961039,0.051948051948052,0.701686049958644,0.0279028139576701
"92",2009-05-14,0.85678391959799,0.828992072480181,NA,0.662337662337662,0.831168831168831,0.480880661701598,0.839019505526812
"93",2009-05-15,0.837939698492462,0.815402038505096,NA,0.125541125541126,0.19047619047619,0.177754020987226,0.357458875519438
"94",2009-05-18,0.85678391959799,0.838052095130238,NA,0.844155844155844,0.887445887445887,0.684670968032199,0.817026366015049
"95",2009-05-19,0.852596314907873,0.832389580973952,NA,0.402597402597403,0.350649350649351,0.463974451541272,0.363493414790799
"96",2009-05-20,0.860134003350084,0.821064552661382,NA,0.722943722943723,0.242424242424242,0.851932575085476,0.129528800972268
"97",2009-05-21,0.853852596314908,0.792751981879955,NA,0.367965367965368,0.0606060606060606,0.673102794289381,0.0365631724244646
"98",2009-05-22,0.838358458961474,0.792751981879955,NA,0.151515151515152,0.523809523809524,0.0923117559284559,0.727145355244656
"99",2009-05-26,0.833333333333333,0.81766704416761,NA,0.393939393939394,0.926406926406926,0.178640109452251,0.969799464130113
"100",2009-05-27,0.817420435510888,0.816534541336353,NA,0.138528138528139,0.476190476190476,0.0892820877613373,0.693683236255798
"101",2009-05-28,0.819514237855946,0.802944507361268,NA,0.593073593073593,0.19047619047619,0.766344879210075,0.112780522833137
"102",2009-05-29,0.834170854271357,0.818799546998868,NA,0.826839826839827,0.831168831168831,0.722856048675707,0.73441754258792
"103",2009-06-01,0.84212730318258,0.81766704416761,NA,0.731601731601732,0.476190476190476,0.793991294005735,0.338097799996224
"104",2009-06-02,0.85427135678392,0.809739524348811,NA,0.774891774891775,0.311688311688312,0.877079249839696,0.169769976515479
"105",2009-06-03,0.837102177554439,0.813137032842582,NA,0.138528138528139,0.636363636363636,0.0679980300209755,0.817795934868287
"106",2009-06-04,0.836683417085427,0.831257078142695,NA,0.506493506493506,0.857142857142857,0.293822827977497,0.909953404823484
"107",2009-06-05,0.834589614740369,0.816534541336353,NA,0.463203463203463,0.186147186147186,0.648240890625094,0.138377158536962
"108",2009-06-08,0.827470686767169,0.822197055492639,NA,0.359307359307359,0.696969696969697,0.235441030991722,0.798544014742909
"109",2009-06-09,0.814489112227806,0.802944507361268,NA,0.216450216450216,0.12987012987013,0.393725642779011,0.167183525952018
"110",2009-06-10,0.812814070351759,0.812004530011325,NA,0.471861471861472,0.757575757575758,0.319198276847032,0.822845648130267
"111",2009-06-11,0.837520938023451,0.822197055492639,NA,0.9004329004329,0.770562770562771,0.886060127483711,0.542592556814532
"112",2009-06-12,0.829564489112228,0.812004530011325,NA,0.333333333333333,0.268398268398268,0.428739038286018,0.295031185208795
"113",2009-06-15,0.813232830820771,0.808607021517554,NA,0.138528138528139,0.398268398268398,0.105957063266593,0.617853232806087
"114",2009-06-16,0.811557788944724,0.79841449603624,NA,0.471861471861472,0.25974025974026,0.609219675725569,0.216016708232445
"115",2009-06-17,0.834170854271357,0.807474518686297,NA,0.883116883116883,0.757575757575758,0.866832315792076,0.549288402693722
"116",2009-06-18,0.855946398659967,0.814269535673839,NA,0.87012987012987,0.727272727272727,0.862505930933419,0.52361101857085
"117",2009-06-19,0.861809045226131,0.82559456398641,NA,0.696969696969697,0.779220779220779,0.57463713459708,0.752260501102908
"118",2009-06-22,0.850083752093802,0.802944507361268,NA,0.233766233766234,0.0995670995670996,0.463725275398501,0.112011218446508
"119",2009-06-23,0.843802345058626,0.804077010192525,NA,0.367965367965368,0.571428571428571,0.297431224322486,0.66237760068023
"120",2009-06-24,0.845477386934673,0.800679501698754,NA,0.58008658008658,0.398268398268398,0.656967135683324,0.328503376285663
"121",2009-06-25,0.874790619765494,0.812004530011325,NA,0.909090909090909,0.779220779220779,0.894980826623553,0.541155773453583
"122",2009-06-26,0.877721943048576,0.813137032842582,NA,0.61038961038961,0.571428571428571,0.600882912189588,0.526667504460785
"123",2009-06-29,0.861390284757119,0.815402038505096,NA,0.147186147186147,0.597402597402597,0.0782561049311573,0.787418514341921
"124",2009-06-30,0.850502512562814,0.80634201585504,NA,0.246753246753247,0.285714285714286,0.295232320244588,0.379462844048784
"125",2009-07-01,0.847571189279732,0.807474518686297,NA,0.441558441558442,0.571428571428571,0.385113873092146,0.623807735849446
