"","X1","BRK_A","BRK_B","long_distance","Fx","Fy","MI_X","MI_Y"
"105",2009-06-03,0.895089508950895,0.879927776105928,"BRK_B",0.108225108225108,0.0995670995670996,0.489844018084475,0.332048030809123
"106",2009-06-04,0.902090209020902,0.882636172133614,"BRK_B",0.748917748917749,0.636363636363636,0.879916202089857,0.179100135544327
"107",2009-06-05,0.898089808980898,0.87870899789347,"BRK_B",0.428571428571429,0.437229437229437,0.453709007806858,0.515296789214071
"108",2009-06-08,0.903600360036004,0.882335239241649,"BRK_B",0.714285714285714,0.658008658008658,0.748421282628924,0.327991489547409
"109",2009-06-09,0.914591459145915,0.896178152272043,"BRK_B",0.783549783549784,0.831168831168831,0.321995274001961,0.798384094747963
"110",2009-06-10,0.904590459045905,0.880228708997894,"BRK_B",0.268398268398268,0.168831168831169,0.828441427022851,0.0918276375864921
"111",2009-06-11,0.918581858185819,0.892266024676497,"BRK_B",0.83982683982684,0.813852813852814,0.72123593925689,0.420143023047831
"112",2009-06-12,0.908790879087909,0.894763767679807,"BRK_B",0.268398268398268,0.627705627705628,0.0176024786681559,0.976862032094152
"113",2009-06-15,0.907090709070907,0.881432440565754,"BRK_B",0.502164502164502,0.216450216450216,0.960786823245824,0.0211254336370593
"114",2009-06-16,0.898489848984898,0.876090881733373,"BRK_B",0.298701298701299,0.393939393939394,0.168957535123331,0.777285512745064
"115",2009-06-17,0.880588058805881,0.864881131507674,"BRK_B",0.147186147186147,0.242424242424242,0.0826033813224894,0.833912814810905
"116",2009-06-18,0.876337633763376,0.851339151369245,"BRK_B",0.41991341991342,0.199134199134199,0.938661048104231,0.0307316450839524
"117",2009-06-19,0.872587258725873,0.844116761962082,"BRK_B",0.428571428571429,0.329004329004329,0.784440357703932,0.173224737514494
"118",2009-06-22,0.865186518651865,0.836593439662955,"BRK_B",0.316017316017316,0.307359307359307,0.49173459069571,0.421579605286091
"119",2009-06-23,0.858085808580858,0.831026181161601,"BRK_B",0.324675324675325,0.367965367965368,0.307094982420571,0.626326330051395
"120",2009-06-24,0.868086808680868,0.840791453505868,"BRK_B",0.779220779220779,0.783549783549784,0.542706335273723,0.586562702310888
"121",2009-06-25,0.867136713671367,0.843213963286187,"BRK_B",0.536796536796537,0.627705627705628,0.234936393287772,0.795442701161086
"122",2009-06-26,0.862186218621862,0.842913030394222,"BRK_B",0.38961038961039,0.567099567099567,0.0918413871985116,0.902866550502994
"123",2009-06-29,0.887088708870887,0.856193198916642,"BRK_B",0.909090909090909,0.831168831168831,0.942140527632695,0.147352819394402
"124",2009-06-30,0.9000900090009,0.871420403250075,"BRK_B",0.831168831168831,0.848484848484849,0.466832087752909,0.684349916866681
"125",2009-07-01,0.904990499049905,0.879927776105928,"BRK_B",0.705627705627706,0.761904761904762,0.319158943171081,0.774369012631494
