"","X1","KMX","MWW","long_distance","Fx","Fy","MI_X","MI_Y"
"98",2009-05-22,1.19110576923077,0.988880063542494,"MWW",0.528138528138528,0.29004329004329,0.70556941856362,0.204874146264352
"99",2009-05-26,1.27644230769231,0.983320095313741,"MWW",0.956709956709957,0.493506493506494,0.987501941283577,0.132840200505551
"100",2009-05-27,1.21153846153846,0.932486100079428,"MWW",0.0995670995670996,0.0995670995670996,0.261474379740505,0.261474379740505
"101",2009-05-28,1.33413461538462,0.927720413026211,"MWW",0.982683982683983,0.497835497835498,0.996448598410886,0.110754672968546
"102",2009-05-29,1.34735576923077,0.927720413026211,"MWW",0.670995670995671,0.554112554112554,0.694969356614842,0.428973285870928
"103",2009-06-01,1.49879807692308,1.01350277998411,"MWW",0.987012987012987,0.982683982683983,0.854149792356766,0.758529182836209
"104",2009-06-02,1.54567307692308,1.01032565528197,"MWW",0.857142857142857,0.519480519480519,0.922258706476737,0.228410720339595
"105",2009-06-03,1.52283653846154,0.970611596505163,"MWW",0.350649350649351,0.147186147186147,0.634629512841412,0.123411835862063
"106",2009-06-04,1.49639423076923,1.00079428117554,"MWW",0.337662337662338,0.80952380952381,0.12628358140972,0.925038525666456
"107",2009-06-05,1.49759615384615,1.0571882446386,"MWW",0.554112554112554,0.935064935064935,0.183007706950484,0.973542256678631
"108",2009-06-08,1.64663461538462,1.05083399523431,"MWW",0.982683982683983,0.489177489177489,0.996509365491073,0.108369427239773
"109",2009-06-09,1.63581730769231,1.07863383637808,"MWW",0.441558441558442,0.80952380952381,0.198459853318937,0.902449805685398
"110",2009-06-10,1.59735576923077,1.03256552819698,"MWW",0.285714285714286,0.134199134199134,0.565796670199236,0.13795096634388
"111",2009-06-11,1.63341346153846,1.04686258935663,"MWW",0.779220779220779,0.683982683982684,0.752536663737984,0.504753780084592
"112",2009-06-12,1.66466346153846,1.0373312152502,"MWW",0.757575757575758,0.458874458874459,0.850853614544517,0.247087145956615
"113",2009-06-15,1.56971153846154,0.984114376489277,"MWW",0.0865800865800866,0.103896103896104,0.217372364212493,0.302317543894582
"114",2009-06-16,1.52524038461538,0.945988880063543,"MWW",0.233766233766234,0.147186147186147,0.462006113936465,0.194646902236205
"115",2009-06-17,1.515625,0.949960285941223,"MWW",0.45021645021645,0.597402597402597,0.352661938685691,0.673075590819887
"116",2009-06-18,1.57331730769231,0.963463065925338,"MWW",0.874458874458874,0.692640692640693,0.885055681278385,0.390775067986336
"117",2009-06-19,1.84014423076923,0.972994440031771,"MWW",1,0.658008658008658,0.9999999999,0.0810183433440057
"118",2009-06-22,1.6875,0.883240667196187,"MWW",0.0476190476190476,0.025974025974026,0.337651846846329,0.11581107948754
"119",2009-06-23,1.65985576923077,0.877680698967435,"MWW",0.337662337662338,0.480519480519481,0.291919840299275,0.609708160744773
"120",2009-06-24,1.62139423076923,0.900714853057982,"MWW",0.285714285714286,0.805194805194805,0.0983142222300849,0.931406097468858
"121",2009-06-25,1.71634615384615,0.942811755361398,"MWW",0.939393939393939,0.9004329004329,0.850265781130656,0.634998073579427
"122",2009-06-26,1.74038461538462,0.953931691818904,"MWW",0.70995670995671,0.662337662337662,0.665062836683185,0.547104793916313
"123",2009-06-29,1.74519230769231,0.951548848292295,"MWW",0.58008658008658,0.528138528138528,0.589339211658809,0.472082132757689
"124",2009-06-30,1.76682692307692,0.938046068308181,"MWW",0.696969696969697,0.398268398268398,0.817770955444086,0.225999304818299
"125",2009-07-01,1.76802884615385,0.953931691818904,"MWW",0.554112554112554,0.70995670995671,0.393968382204543,0.746919388331617
