"","X1","CTWS","JNJ","long_distance","Fx","Fy","MI_X","MI_Y"
"105",2009-06-03,0.941899915182358,0.925968672712284,NA,0.311688311688312,0.480519480519481,0.251940962530184,0.596680336555377
"106",2009-06-04,0.931297709923664,0.920692497938994,NA,0.294372294372294,0.294372294372294,0.347002633281471,0.347002633281471
"107",2009-06-05,0.925360474978796,0.922176422093982,NA,0.380952380952381,0.584415584415584,0.288834892852604,0.686006006881317
"108",2009-06-08,0.915606446140797,0.917230008244023,NA,0.303030303030303,0.298701298701299,0.356566143657178,0.346396799110747
"109",2009-06-09,0.89440203562341,0.91838417147568,NA,0.155844155844156,0.575757575757576,0.0720744403231347,0.767243657059104
"110",2009-06-10,0.909245122985581,0.917724649629019,NA,0.835497835497836,0.489177489177489,0.913781133188022,0.285891662702842
"111",2009-06-11,0.919847328244275,0.924154987633965,NA,0.766233766233766,0.753246753246753,0.705706520020245,0.671881982753616
"112",2009-06-12,0.912637828668363,0.924319868095631,NA,0.346320346320346,0.545454545454545,0.264777128080146,0.656751493409823
"113",2009-06-15,0.872349448685327,0.902720527617477,NA,0.0562770562770563,0.0735930735930736,0.158726216994411,0.274733462726318
"114",2009-06-16,0.875742154368109,0.900577081615829,NA,0.584415584415584,0.41991341991342,0.665859063022883,0.337352900211251
"115",2009-06-17,0.895250212044105,0.910140148392416,NA,0.861471861471861,0.822510822510823,0.800575967749382,0.670910366869522
"116",2009-06-18,0.896522476675149,0.919868095630668,NA,0.536796536796537,0.822510822510823,0.335757694808733,0.893417774895445
"117",2009-06-19,0.889312977099237,0.924814509480627,NA,0.341991341991342,0.705627705627706,0.20376163020197,0.827510017631954
"118",2009-06-22,0.872349448685327,0.914921681780709,NA,0.177489177489178,0.168831168831169,0.283965815380851,0.256658981105654
"119",2009-06-23,0.865139949109415,0.907007419620775,NA,0.341991341991342,0.207792207792208,0.498815259308579,0.185552963333616
"120",2009-06-24,0.862595419847328,0.914427040395713,NA,0.463203463203463,0.787878787878788,0.285610475313544,0.876689352031075
"121",2009-06-25,0.865139949109415,0.927782357790602,NA,0.558441558441558,0.878787878787879,0.316624102504735,0.939256250077614
"122",2009-06-26,0.918150975402884,0.933223413025557,NA,0.956709956709957,0.722943722943723,0.980511109630112,0.350255917044146
"123",2009-06-29,0.916878710771841,0.939159109645507,NA,0.493506493506494,0.735930735930736,0.343123084385829,0.81562314616546
"124",2009-06-30,0.919847328244275,0.936521022258862,NA,0.558441558441558,0.406926406926407,0.639507151211901,0.334648512133887
"125",2009-07-01,0.936386768447837,0.940972794723825,NA,0.844155844155844,0.696969696969697,0.864756978763997,0.496073854129266
