"","X1","MLM","STNR","long_distance","Fx","Fy","MI_X","MI_Y"
"111",2009-06-11,0.7848825735149,1.10124036205163,"MLM",0.67965367965368,0.337662337662338,0.814907682682526,0.154413505839389
"112",2009-06-12,0.823366883757647,1.08213208179685,"MLM",0.922077922077922,0.337662337662338,0.973607397077371,0.0695310577940769
"113",2009-06-15,0.809650680876258,1.0556486758297,"MLM",0.29004329004329,0.264069264069264,0.406766124993399,0.32954244375086
"114",2009-06-16,0.805407538977699,1.04559168622192,"MLM",0.41991341991342,0.398268398268398,0.451727896252979,0.399520830961752
"115",2009-06-17,0.775014801657786,1.05698960777741,"MLM",0.134199134199134,0.645021645021645,0.0297174328799268,0.914586727906442
"116",2009-06-18,0.795737122557726,1.05330204492122,"MLM",0.783549783549784,0.480519480519481,0.835753323808588,0.235743761915894
"117",2009-06-19,0.790211170317742,1.03855179349648,"MLM",0.393939393939394,0.359307359307359,0.45443384185528,0.367839446848567
"118",2009-06-22,0.773534635879218,0.968488099228964,"MLM",0.264069264069264,0.0476190476190476,0.819928212614297,0.0225400034813538
"119",2009-06-23,0.779060588119203,0.956084478712705,"MLM",0.606060606060606,0.367965367965368,0.720500494101387,0.220862934381926
"120",2009-06-24,0.785869350700612,0.999664767013074,"MLM",0.645021645021645,0.9004329004329,0.323740961128622,0.898438385194661
"121",2009-06-25,0.805802249851983,1.04559168622192,"MLM",0.770562770562771,0.904761904761905,0.496651282375985,0.854998077056388
"122",2009-06-26,0.792776791000592,1.05631914180355,"MLM",0.298701298701299,0.640692640692641,0.136204025985184,0.80632664473532
"123",2009-06-29,0.784586540359187,1.01575595038552,"MLM",0.380952380952381,0.138528138528139,0.734493919427973,0.0809561733618339
"124",2009-06-30,0.778369844089205,1.02346630908481,"MLM",0.38961038961039,0.61038961038961,0.242497711928632,0.708062162560498
"125",2009-07-01,0.775705545687784,1.03922225947033,"MLM",0.445887445887446,0.67965367965368,0.263242611878161,0.744773270751335
