"","X1","TAXI","VGR","long_distance","Fx","Fy","MI_X","MI_Y"
"84",2009-05-04,0.95703125,0.987527512839325,"TAXI",0.194805194805195,0.645021645021645,0.0999247117799252,0.801095304631332
"85",2009-05-05,0.94140625,0.986060161408657,"TAXI",0.272727272727273,0.441558441558442,0.238561150220338,0.54586301275944
"86",2009-05-06,0.938802083333333,0.996331621423331,"TAXI",0.480519480519481,0.779220779220779,0.322468503491324,0.809669904423615
"87",2009-05-07,0.94140625,1.01027146001467,"TAXI",0.593073593073593,0.826839826839827,0.420402863692811,0.831647132248725
"88",2009-05-08,0.971354166666667,1.04181951577403,"TAXI",0.857142857142857,0.961038961038961,0.589996220573355,0.94323823473681
"89",2009-05-11,0.934895833333333,1.03741746148202,"TAXI",0.112554112554113,0.385281385281385,0.0813216602342116,0.653738119712212
"90",2009-05-12,0.959635416666667,1.06529713866471,"TAXI",0.826839826839827,0.939393939393939,0.599654477677688,0.916931092340989
"91",2009-05-13,0.94140625,1.07116654438738,"TAXI",0.229437229437229,0.649350649350649,0.127387037567705,0.7844440728057
"92",2009-05-14,0.96875,1.0931768158474,"TAXI",0.844155844155844,0.904761904761905,0.689216102758251,0.851502960800485
"93",2009-05-15,0.973958333333333,1.08730741012472,"TAXI",0.645021645021645,0.367965367965368,0.710164635642473,0.261260632665544
"94",2009-05-18,0.989583333333333,1.09611151870873,"TAXI",0.779220779220779,0.727272727272727,0.723078832498796,0.623669598726457
"95",2009-05-19,0.981770833333333,1.07850330154072,"TAXI",0.385281385281385,0.177489177489178,0.568602848719981,0.152213761777921
"96",2009-05-20,0.963541666666667,1.07336757153338,"TAXI",0.233766233766234,0.372294372294372,0.224556215621146,0.496517461744621
"97",2009-05-21,0.920572916666667,1.06676449009538,"TAXI",0.0779220779220779,0.354978354978355,0.0529676483125085,0.685522953918149
"98",2009-05-22,0.927083333333333,1.06236243580337,"TAXI",0.662337662337662,0.385281385281385,0.72051850294099,0.27271972791971
"99",2009-05-26,0.971354166666667,1.07483492296405,"TAXI",0.917748917748918,0.805194805194805,0.890383809403665,0.606505267209805
"100",2009-05-27,0.94921875,1.06089508437271,"TAXI",0.194805194805195,0.238095238095238,0.255019028273631,0.358039850944166
"101",2009-05-28,0.938802083333333,1.07116654438738,"TAXI",0.350649350649351,0.748917748917749,0.206034576653336,0.819982288566874
"102",2009-05-29,0.962239583333333,1.07483492296405,"TAXI",0.822510822510823,0.597402597402597,0.825374405298474,0.428445967756087
"103",2009-06-01,0.9921875,1.07556859867938,"TAXI",0.857142857142857,0.502164502164502,0.885205263440489,0.301309385743194
"104",2009-06-02,0.975260416666667,1.08657373440939,"TAXI",0.264069264069264,0.766233766233766,0.127340795845941,0.863698420118218
"105",2009-06-03,0.9765625,1.09904622157007,"TAXI",0.575757575757576,0.800865800865801,0.416916446945864,0.806067185661138
"106",2009-06-04,0.9765625,1.1019809244314,"TAXI",0.558441558441558,0.571428571428571,0.513799059689747,0.535741273247228
"107",2009-06-05,0.975260416666667,1.10931768158474,"TAXI",0.528138528138528,0.701298701298701,0.414848273952191,0.70543910725929
"108",2009-06-08,0.96484375,1.10564930300807,"TAXI",0.350649350649351,0.411255411255411,0.345871133591846,0.455345239686736
