"","X1","IACI","FORM","long_distance","Fx","Fy","MI_X","MI_Y"
"86",2009-05-06,0.992541951522685,1.20160750167448,"IACI",0.476190476190476,0.54978354978355,0.429347039675772,0.586374648013289
"87",2009-05-07,0.985705407085146,1.11855324849297,"IACI",0.428571428571429,0.0432900432900433,0.805339659798611,0.0162719367026709
"88",2009-05-08,0.981354878806712,1.11520428667113,"IACI",0.463203463203463,0.480519480519481,0.464124549450326,0.50141733627438
"89",2009-05-11,0.98508390304537,1.09243134628265,"IACI",0.584415584415584,0.307359307359307,0.74100990553779,0.202705924459704
"90",2009-05-12,0.972653822249845,1.07367716008038,"IACI",0.363636363636364,0.324675324675325,0.449558987453413,0.360224426401664
"91",2009-05-13,0.941578620261032,1.03817816476892,"IACI",0.112554112554113,0.194805194805195,0.160497520751178,0.434032200004091
"92",2009-05-14,0.941578620261032,1.08841259209645,"IACI",0.541125541125541,0.896103896103896,0.235315879228612,0.946528484809812
"93",2009-05-15,0.929148539465506,1.10850636302746,"IACI",0.346320346320346,0.70995670995671,0.184970750390541,0.841558134268935
"94",2009-05-18,0.949036668738347,1.15807099799062,"IACI",0.822510822510823,0.891774891774892,0.590530117787084,0.832773137572854
"95",2009-05-19,0.951522684897452,1.16275954454119,"IACI",0.575757575757576,0.554112554112554,0.563254054047336,0.516231750499704
"96",2009-05-20,0.967060285891858,1.14601473543202,"IACI",0.779220779220779,0.354978354978355,0.89390974237874,0.164011577054653
"97",2009-05-21,0.956494717215662,1.08506363027461,"IACI",0.402597402597403,0.0822510822510823,0.742648687659097,0.0445750116129521
"98",2009-05-22,0.961466749533872,1.11453449430676,"IACI",0.601731601731602,0.80952380952381,0.376494555081295,0.843991244880985
"99",2009-05-26,0.996892479801119,1.18017414601474,"IACI",0.926406926406926,0.930735930735931,0.756731811411965,0.781667616626255
"100",2009-05-27,0.996270975761342,1.16744809109176,"IACI",0.515151515151515,0.406926406926407,0.591525714833736,0.361978131238159
"101",2009-05-28,1.00310752019888,1.1707970529136,"IACI",0.645021645021645,0.541125541125541,0.667947555351493,0.443197992577478
"102",2009-05-29,1.00683654443754,1.21567314132619,"IACI",0.575757575757576,0.852813852813853,0.305504554510655,0.901139531194329
"103",2009-06-01,1.02983219390926,1.27193569993302,"IACI",0.835497835497836,0.896103896103896,0.607858938809213,0.829087280730702
"104",2009-06-02,1.01802361715351,1.27729403884796,"IACI",0.393939393939394,0.554112554112554,0.318869812396157,0.651057706011469
"105",2009-06-03,0.992541951522685,1.27260549229739,"IACI",0.16017316017316,0.476190476190476,0.0972458765103394,0.732731699397696
"106",2009-06-04,1.00186451211933,1.32819825853985,"IACI",0.67965367965368,0.887445887445887,0.378240474419512,0.906670449211452
"107",2009-06-05,1.01367308887508,1.32350971198928,"IACI",0.718614718614719,0.480519480519481,0.794935347078908,0.312121184690551
"108",2009-06-08,1.00745804847732,1.30743469524447,"IACI",0.45021645021645,0.380952380952381,0.524174006900509,0.373555165548257
"109",2009-06-09,1.02486016159105,1.38847957133289,"IACI",0.792207792207792,0.939393939393939,0.427899291748802,0.935671047602524
"110",2009-06-10,1.04039776258546,1.43067649028801,"IACI",0.757575757575758,0.826839826839827,0.577558930537716,0.773215563849324
"111",2009-06-11,1.02858918582971,1.44072337575352,"IACI",0.393939393939394,0.58008658008658,0.302279336519262,0.682965669409651
"112",2009-06-12,1.01988812927284,1.41594105827194,"IACI",0.411255411255411,0.324675324675325,0.517025751464717,0.324262594251408
"113",2009-06-15,1.01243008079553,1.39383791024782,"IACI",0.424242424242424,0.333333333333333,0.527578136338388,0.326940685266558
"114",2009-06-16,1.0105655686762,1.36302746148694,"IACI",0.493506493506494,0.303030303030303,0.641893416083429,0.243686818251993
"115",2009-06-17,1.01491609695463,1.40053583389149,"IACI",0.597402597402597,0.80952380952381,0.371326620006039,0.845903626619076
"116",2009-06-18,1.0130515848353,1.33489618218352,"IACI",0.493506493506494,0.121212121212121,0.776898446843113,0.061337703309355
"117",2009-06-19,1.02237414543195,1.28466175485599,"IACI",0.675324675324675,0.177489177489178,0.870667592141121,0.0720351793290613
"118",2009-06-22,0.991920447482909,1.20629604822505,"IACI",0.134199134199134,0.0606060606060606,0.436302641588008,0.105866129010913
"119",2009-06-23,0.984462399005594,1.1808439383791,"IACI",0.424242424242424,0.303030303030303,0.553358140943915,0.285754991211002
"120",2009-06-24,0.991920447482909,1.20294708640322,"IACI",0.658008658008658,0.714285714285714,0.546655892476837,0.679392640647606
"121",2009-06-25,0.987569919204475,1.21098459477562,"IACI",0.463203463203463,0.571428571428571,0.39591091617725,0.624759256532875
"122",2009-06-26,0.99005593536358,1.20026791694575,"IACI",0.575757575757576,0.432900432900433,0.651562983120121,0.353507543828937
"123",2009-06-29,0.99005593536358,1.16342933690556,"IACI",0.541125541125541,0.203463203463203,0.760953712478768,0.118632995359838
"124",2009-06-30,0.997513983840895,1.15740120562626,"IACI",0.658008658008658,0.458874458874459,0.736509490330806,0.329049828283854
"125",2009-07-01,1.0105655686762,1.20897521768252,"IACI",0.727272727272727,0.891774891774892,0.433038924044348,0.893706452630872
