"","X1","SWX","TEG","long_distance","Fx","Fy","MI_X","MI_Y"
"112",2009-06-12,0.871936758893281,0.65702012208908,"TEG",0.887445887445887,0.887445887445887,0.757164828404497,0.658871339936728
"113",2009-06-15,0.852173913043478,0.641872032557088,"TEG",0.151515151515152,0.116883116883117,0.560758472661804,0.129920644596102
"114",2009-06-16,0.848221343873518,0.640741578114402,"TEG",0.393939393939394,0.45021645021645,0.438486838563019,0.436679941903832
"115",2009-06-17,0.860869565217391,0.642776396111237,"TEG",0.792207792207792,0.614718614718615,0.836454818311505,0.310565906840115
"116",2009-06-18,0.867193675889328,0.656794031200543,"TEG",0.675324675324675,0.904761904761905,0.245766563524405,0.903659072265381
"117",2009-06-19,0.854150197628458,0.650463486321501,"TEG",0.233766233766234,0.238095238095238,0.467198776424787,0.275246301121975
"118",2009-06-22,0.854545454545455,0.668098575627402,"TEG",0.489177489177489,0.939393939393939,0.0428701304039854,0.986916320154847
"119",2009-06-23,0.837549407114625,0.650011304544427,"TEG",0.173160173160173,0.103896103896104,0.63793814807093,0.0770685853202859
"120",2009-06-24,0.839130434782609,0.65295048609541,"TEG",0.528138528138528,0.640692640692641,0.413185685816668,0.594576449775442
"121",2009-06-25,0.852569169960474,0.666515939407642,"TEG",0.813852813852814,0.9004329004329,0.541794780227582,0.779998298002437
"122",2009-06-26,0.863241106719368,0.662220212525435,"TEG",0.757575757575758,0.316017316017316,0.898951800512792,0.112742271531096
"123",2009-06-29,0.873517786561265,0.687316301153064,"TEG",0.757575757575758,0.961038961038961,0.2344680568814,0.954765209251957
"124",2009-06-30,0.877865612648221,0.678046574723039,"TEG",0.632034632034632,0.19047619047619,0.867595057270068,0.0634768445840291
"125",2009-07-01,0.898814229249012,0.693194664255031,"TEG",0.904761904761905,0.909090909090909,0.765138451378505,0.692742534173734
