"","X1","AEP","AEE","long_distance","Fx","Fy","MI_X","MI_Y"
"106",2009-06-04,0.775882352941176,0.708382180539273,"AEE",0.554112554112554,0.701298701298701,0.291355999975562,0.789604018386934
"107",2009-06-05,0.788235294117647,0.705744431418523,"AEE",0.831168831168831,0.428571428571429,0.967160791005417,0.0690609008483335
"108",2009-06-08,0.775588235294118,0.694021101992966,"AEE",0.212121212121212,0.164502164502165,0.507136720018067,0.259651438245453
"109",2009-06-09,0.768823529411765,0.688159437280188,"AEE",0.350649350649351,0.298701298701299,0.535731339229145,0.334467370350096
"110",2009-06-10,0.788235294117647,0.69284876905041,"AEE",0.913419913419913,0.731601731601732,0.951293130424509,0.186804327505035
"111",2009-06-11,0.807352941176471,0.709847596717468,"AEE",0.9004329004329,0.917748917748918,0.585932131114229,0.741175227794588
"112",2009-06-12,0.823529411764706,0.715416178194607,"AEE",0.874458874458874,0.753246753246753,0.879304281053681,0.308604580995753
"113",2009-06-15,0.804705882352941,0.706037514654162,"AEE",0.12987012987013,0.207792207792208,0.176967121301725,0.594763650365704
"114",2009-06-16,0.813823529411765,0.704279015240328,"AEE",0.770562770562771,0.480519480519481,0.919773742678605,0.132692507650447
"115",2009-06-17,0.817352941176471,0.701934349355217,"AEE",0.61038961038961,0.441558441558442,0.774536986414796,0.241409235315208
"116",2009-06-18,0.837058823529412,0.71746776084408,"AEE",0.9004329004329,0.909090909090909,0.625984631486827,0.70123339464102
"117",2009-06-19,0.834411764705882,0.705451348182884,"AEE",0.489177489177489,0.164502164502165,0.894274195557146,0.0461337241135863
"118",2009-06-22,0.845588235294118,0.706330597889801,"AEE",0.792207792207792,0.593073593073593,0.882024777185335,0.219950646606469
"119",2009-06-23,0.830882352941177,0.700762016412661,"AEE",0.19047619047619,0.303030303030303,0.18343445334621,0.650426020993418
"120",2009-06-24,0.839411764705882,0.708382180539273,"AEE",0.757575757575758,0.796536796536797,0.512772684982778,0.696726107021113
"121",2009-06-25,0.850588235294118,0.728018757327081,"AEE",0.792207792207792,0.935064935064935,0.209670722142827,0.953159005805184
"122",2009-06-26,0.841470588235294,0.718933177022274,"AEE",0.294372294372294,0.212121212121212,0.587589727941071,0.238092015115087
"123",2009-06-29,0.854117647058824,0.73094958968347,"AEE",0.818181818181818,0.87012987012987,0.475287325249578,0.778829377154589
"124",2009-06-30,0.849705882352941,0.729484173505276,"AEE",0.45021645021645,0.493506493506494,0.413546360279426,0.565584924307248
"125",2009-07-01,0.855,0.744138335287222,"AEE",0.670995670995671,0.891774891774892,0.163639561826008,0.950802356703706
