"","X1","ADI","GGG","long_distance","Fx","Fy","MI_X","MI_Y"
"105",2009-06-03,1.23792577529232,0.920321931589537,"GGG",0.424242424242424,0.225108225108225,0.605362842853448,0.188171941970888
"106",2009-06-04,1.24860193187595,0.937625754527163,"GGG",0.670995670995671,0.80952380952381,0.484280810250759,0.805464369975247
"107",2009-06-05,1.24199288256228,0.953722334004024,"GGG",0.424242424242424,0.80952380952381,0.208694225502863,0.889946263538808
"108",2009-06-08,1.24199288256228,0.937223340040241,"GGG",0.515151515151515,0.212121212121212,0.717799548635947,0.137360894716543
"109",2009-06-09,1.30808337569903,0.944466800804829,"GGG",0.96969696969697,0.67965367965368,0.986780523931695,0.194418817412314
"110",2009-06-10,1.30706659888155,0.93682092555332,"GGG",0.502164502164502,0.363636363636364,0.586237857420835,0.31625897983633
"111",2009-06-11,1.30859176410778,0.938028169014084,"GGG",0.532467532467532,0.545454545454545,0.505905822962352,0.531271454934418
"112",2009-06-12,1.29130655821047,0.932394366197183,"GGG",0.298701298701299,0.402597402597403,0.292950739494634,0.50997322819184
"113",2009-06-15,1.2709710218607,0.896177062374245,"GGG",0.246753246753247,0.0909090909090909,0.576804191017956,0.0960776506453982
"114",2009-06-16,1.24097610574479,0.869617706237425,"GGG",0.186147186147186,0.12987012987013,0.390849074717121,0.204884594461526
"115",2009-06-17,1.25266903914591,0.877665995975855,"GGG",0.683982683982684,0.714285714285714,0.59465974409059,0.661499294894015
"116",2009-06-18,1.24097610574479,0.872837022132797,"GGG",0.350649350649351,0.41991341991342,0.349883848751135,0.49078058949809
"117",2009-06-19,1.24758515505846,0.876458752515091,"GGG",0.619047619047619,0.593073593073593,0.590327533792133,0.538235223672211
"118",2009-06-22,1.20233858668022,0.826559356136821,"GGG",0.116883116883117,0.0432900432900433,0.500381111304442,0.0852036114356362
"119",2009-06-23,1.18657854600915,0.830181086519115,"GGG",0.298701298701299,0.593073593073593,0.195958068587611,0.734160959732916
"120",2009-06-24,1.20640569395018,0.840643863179074,"GGG",0.796536796536797,0.753246753246753,0.732889002434604,0.621740903878046
"121",2009-06-25,1.26029486527707,0.857545271629779,"GGG",0.943722943722944,0.818181818181818,0.935430598209444,0.439066388548777
"122",2009-06-26,1.25978647686833,0.865191146881288,"GGG",0.502164502164502,0.701298701298701,0.363723370463978,0.747763402987336
"123",2009-06-29,1.25470259278088,0.86841046277666,"GGG",0.437229437229437,0.588744588744589,0.356464385929173,0.645655556701173
"124",2009-06-30,1.25978647686833,0.886116700201207,"GGG",0.601731601731602,0.822510822510823,0.380350665957483,0.851793213661912
"125",2009-07-01,1.26385358413828,0.899396378269618,"GGG",0.588744588744589,0.779220779220779,0.407628485118105,0.803915597007144
