"","X1","DPZ","AMG","long_distance","Fx","Fy","MI_X","MI_Y"
"104",2009-06-02,1.85258964143426,1.38812154696133,"AMG",0.142857142857143,0.623376623376623,0.0334162609224107,0.915948114840503
"105",2009-06-03,1.80278884462151,1.37108655616943,"AMG",0.233766233766234,0.402597402597403,0.178363247416421,0.672889623664861
"106",2009-06-04,1.81075697211155,1.39364640883978,"AMG",0.627705627705628,0.683982683982684,0.486509038527678,0.660852436835816
"107",2009-06-05,1.77290836653386,1.36533149171271,"AMG",0.303030303030303,0.316017316017316,0.387104830214754,0.429544852534559
"108",2009-06-08,1.67131474103586,1.34000920810313,"AMG",0.0735930735930736,0.337662337662338,0.0307803447228989,0.817227632833106
"109",2009-06-09,1.69721115537849,1.34921731123389,"AMG",0.735930735930736,0.61038961038961,0.766043610573783,0.386297742591544
"110",2009-06-10,1.64143426294821,1.36372007366483,"AMG",0.181818181818182,0.640692640692641,0.0475283392490112,0.910852457570784
"111",2009-06-11,1.56772908366534,1.33195211786372,"AMG",0.116883116883117,0.29004329004329,0.0895980969088296,0.696718315348489
"112",2009-06-12,1.57171314741036,1.34668508287293,"AMG",0.593073593073593,0.640692640692641,0.484139063267432,0.626962881392466
"113",2009-06-15,1.53784860557769,1.36372007366483,"AMG",0.29004329004329,0.645021645021645,0.108401465575902,0.872050599351158
"114",2009-06-16,1.54780876494024,1.33586556169429,"AMG",0.670995670995671,0.316017316017316,0.879230836514649,0.116846470647679
"115",2009-06-17,1.53187250996016,1.30893186003683,"AMG",0.393939393939394,0.316017316017316,0.550712595889274,0.314263347562671
"116",2009-06-18,1.56772908366534,1.3402394106814,"AMG",0.800865800865801,0.748917748917749,0.728418959182186,0.53117076678646
"117",2009-06-19,1.50597609561753,1.35197974217311,"AMG",0.134199134199134,0.623376623376623,0.0301823040697209,0.91861356955832
"118",2009-06-22,1.48406374501992,1.23802946593002,"AMG",0.354978354978355,0.051948051948052,0.857298517470172,0.0157153545383161
"119",2009-06-23,1.47410358565737,1.24884898710866,"AMG",0.454545454545455,0.623376623376623,0.29028025307216,0.74270739542618
"120",2009-06-24,1.44422310756972,1.27394106813996,"AMG",0.307359307359307,0.714285714285714,0.0955918580467656,0.9102765497915
"121",2009-06-25,1.46414342629482,1.28199815837937,"AMG",0.718614718614719,0.597402597402597,0.751183240132547,0.389088927026606
"122",2009-06-26,1.51195219123506,1.33517495395948,"AMG",0.857142857142857,0.844155844155844,0.703187224593482,0.638223444563657
"123",2009-06-29,1.49003984063745,1.34069981583794,"AMG",0.354978354978355,0.58008658008658,0.202765381460844,0.772067477939971
"124",2009-06-30,1.49203187250996,1.33954880294659,"AMG",0.584415584415584,0.523809523809524,0.613030422634005,0.438076237656309
"125",2009-07-01,1.58565737051793,1.35474217311234,"AMG",0.939393939393939,0.640692640692641,0.980055806706648,0.151484879633252
