"","X1","FELE","SIVB","long_distance","Fx","Fy","MI_X","MI_Y"
"108",2009-06-08,0.87920860812218,1.11702954898911,"FELE",0.0692640692640693,0.324675324675325,0.0410325007737201,0.733636146828049
"109",2009-06-09,0.872266574106213,1.15163297045101,"FELE",0.380952380952381,0.844155844155844,0.132614844943763,0.942489630298758
"110",2009-06-10,0.873307879208608,1.17107309486781,"FELE",0.54978354978355,0.748917748917749,0.343760159165264,0.805031698616886
"111",2009-06-11,0.859076709475876,1.18195956454121,"FELE",0.285714285714286,0.683982683982684,0.127746810719672,0.860478280201454
"112",2009-06-12,0.862894828184658,1.16796267496112,"FELE",0.606060606060606,0.363636363636364,0.750033754903309,0.23530149152893
"113",2009-06-15,0.82297813259285,1.13024883359254,"FELE",0.0735930735930736,0.138528138528139,0.133811915488357,0.442690741344562
"114",2009-06-16,0.796251301631378,1.1049766718507,"FELE",0.134199134199134,0.212121212121212,0.187637173292049,0.456076874235446
"115",2009-06-17,0.8125650815689,1.07892690513219,"FELE",0.783549783549784,0.203463203463203,0.936488271138223,0.0596810160885945
"116",2009-06-18,0.819160013884068,1.12752721617418,"FELE",0.653679653679654,0.904761904761905,0.286116019038596,0.93873255041974
"117",2009-06-19,0.833044081916001,1.15435458786936,"FELE",0.757575757575758,0.800865800865801,0.591428307074542,0.723448413545195
"118",2009-06-22,0.830267268309615,1.09253499222395,"FELE",0.463203463203463,0.0822510822510823,0.819737497700424,0.0326786199824047
"119",2009-06-23,0.833044081916001,1.05209953343701,"FELE",0.588744588744589,0.116883116883117,0.867572305459719,0.0399538728874056
"120",2009-06-24,0.815688996876085,1.06726283048212,"FELE",0.238095238095238,0.735930735930736,0.0838410882833231,0.907516740632822
"121",2009-06-25,0.843457132939952,1.10847589424572,"FELE",0.861471861471861,0.874458874458874,0.684573118387483,0.738912140873505
"122",2009-06-26,0.898299201666088,1.11003110419907,"FELE",0.96969696969697,0.601731601731602,0.990993612415338,0.15814234726673
"123",2009-06-29,0.904547032280458,1.10886469673406,"FELE",0.645021645021645,0.554112554112554,0.662940790304145,0.446981993220251
"124",2009-06-30,0.899687608469282,1.05832037325039,"FELE",0.441558441558442,0.0995670995670996,0.789553674936067,0.0468006031980566
"125",2009-07-01,0.922596320721972,1.06337480559876,"FELE",0.822510822510823,0.632034632034632,0.8524261552168,0.368888330569438
