"","X1","PWOD","UTL","long_distance","Fx","Fy","MI_X","MI_Y"
"89",2009-05-11,1.08624364649943,1.08289156626506,NA,0.818181818181818,0.891774891774892,0.818181818181818,0.891774891774892
"90",2009-05-12,1.08788325955075,1.07614457831325,NA,0.70995670995671,0.303030303030303,0.70995670995671,0.303030303030303
"91",2009-05-13,1.08419413018528,1.08385542168675,NA,0.307359307359307,0.714285714285714,0.307359307359307,0.714285714285714
"92",2009-05-14,1.08091490408264,1.09831325301205,NA,0.32034632034632,0.835497835497836,0.32034632034632,0.835497835497836
"93",2009-05-15,1.07845548450566,0.99710843373494,"UTL",0.329004329004329,0,0.329004329004329,1e-10
"94",2009-05-18,1.09116248565339,0.985060240963855,"UTL",0.826839826839827,0.216450216450216,0.826839826839827,0.216450216450216
"95",2009-05-19,1.09608132480735,0.978313253012048,"UTL",0.744588744588745,0.29004329004329,0.744588744588745,0.29004329004329
"96",2009-05-20,1.11698639121167,0.967710843373494,"UTL",0.865800865800866,0.233766233766234,0.865800865800866,0.233766233766234
"97",2009-05-21,1.12846368257091,0.940240963855422,"UTL",0.800865800865801,0.0649350649350649,0.800865800865801,0.0649350649350649
"98",2009-05-22,1.15059845876373,0.949879518072289,"UTL",0.865800865800866,0.779220779220779,0.865800865800866,0.779220779220779
"99",2009-05-26,1.24364649942614,0.96289156626506,"UTL",0.991341991341991,0.844155844155844,0.991341991341991,0.844155844155844
"100",2009-05-27,1.22274143302181,0.955180722891566,"UTL",0.155844155844156,0.281385281385281,0.155844155844156,0.281385281385281
"101",2009-05-28,1.19076897852107,0.963373493975904,"UTL",0.116883116883117,0.74025974025974,0.116883116883117,0.74025974025974
"102",2009-05-29,1.22356123954747,0.967710843373494,"UTL",0.922077922077922,0.666666666666667,0.922077922077922,0.666666666666667
"103",2009-06-01,1.22848007870143,0.973012048192771,"UTL",0.744588744588745,0.692640692640693,0.744588744588745,0.692640692640693
"104",2009-06-02,1.22274143302181,0.974939759036145,"UTL",0.285714285714286,0.588744588744589,0.285714285714286,0.588744588744589
"105",2009-06-03,1.24610591900312,0.971566265060241,"UTL",0.865800865800866,0.393939393939394,0.865800865800866,0.393939393939394
"106",2009-06-04,1.25020495163141,0.972048192771084,"UTL",0.727272727272727,0.558441558441558,0.727272727272727,0.558441558441558
"107",2009-06-05,1.25020495163141,0.968192771084337,"UTL",0.683982683982684,0.376623376623377,0.683982683982684,0.376623376623377
"108",2009-06-08,1.25020495163141,0.972530120481928,"UTL",0.683982683982684,0.666666666666667,0.683982683982684,0.666666666666667
"109",2009-06-09,1.27070011477291,0.963373493975904,"UTL",0.852813852813853,0.255411255411255,0.852813852813853,0.255411255411255
"110",2009-06-10,1.26906050172159,0.966265060240964,"UTL",0.337662337662338,0.606060606060606,0.337662337662338,0.606060606060606
"111",2009-06-11,1.27070011477291,0.969156626506024,"UTL",0.705627705627706,0.606060606060606,0.705627705627706,0.606060606060606
"112",2009-06-12,1.27070011477291,0.985542168674699,"UTL",0.683982683982684,0.874458874458874,0.683982683982684,0.874458874458874
"113",2009-06-15,1.22725036891294,0.968674698795181,"UTL",0.0692640692640693,0.16017316017316,0.0692640692640693,0.16017316017316
"114",2009-06-16,1.26250204951631,0.971566265060241,"UTL",0.922077922077922,0.606060606060606,0.922077922077922,0.606060606060606
"115",2009-06-17,1.27070011477291,0.967228915662651,"UTL",0.770562770562771,0.350649350649351,0.770562770562771,0.350649350649351
"116",2009-06-18,1.23257911132973,0.974939759036145,"UTL",0.0909090909090909,0.735930735930736,0.0909090909090909,0.735930735930736
"117",2009-06-19,1.23544843416954,0.975903614457831,"UTL",0.722943722943723,0.567099567099567,0.722943722943723,0.567099567099567
"118",2009-06-22,1.21495327102804,0.952289156626506,"UTL",0.155844155844156,0.0735930735930736,0.155844155844156,0.0735930735930736
"119",2009-06-23,1.20962452861125,0.92289156626506,"UTL",0.29004329004329,0.051948051948052,0.29004329004329,0.051948051948052
"120",2009-06-24,1.21331365797672,0.948433734939759,"UTL",0.727272727272727,0.956709956709957,0.727272727272727,0.956709956709957
"121",2009-06-25,1.27029021151008,0.960481927710843,"UTL",0.978354978354978,0.831168831168831,0.978354978354978,0.831168831168831
"122",2009-06-26,1.30390227906214,1.00433734939759,"UTL",0.922077922077922,0.995670995670996,0.922077922077922,0.995670995670996
"123",2009-06-29,1.21413346450238,0.987951807228916,"UTL",0.00865800865800866,0.168831168831169,0.00865800865800866,0.168831168831169
"124",2009-06-30,1.19445810788654,0.993734939759036,"UTL",0.16017316017316,0.705627705627706,0.16017316017316,0.705627705627706
"125",2009-07-01,1.26004262993933,1.02987951807229,"UTL",0.978354978354978,0.987012987012987,0.978354978354978,0.987012987012987
