"","X1","THO","AEO","long_distance","Fx","Fy","MI_X","MI_Y"
"102",2009-05-29,1.48522895125554,1.49445005045409,NA,0.545454545454545,0.718614718614719,0.371520516163311,0.771546004902959
"103",2009-06-01,1.60118168389956,1.5539858728557,NA,0.965367965367965,0.861471861471861,0.956852485982587,0.409089437040587
"104",2009-06-02,1.65805022156573,1.54793138244198,NA,0.896103896103896,0.506493506493506,0.957654968252092,0.190212154658549
"105",2009-06-03,1.60192023633678,1.53279515640767,NA,0.181818181818182,0.471861471861472,0.108254111249723,0.733732826066671
"106",2009-06-04,1.64623338257016,1.51059535822402,"AEO",0.883116883116883,0.424242424242424,0.958284802763779,0.149891524181102
"107",2009-06-05,1.51033973412112,1.49848637739657,"AEO",0.025974025974026,0.489177489177489,0.00554523593976137,0.864326500033306
"108",2009-06-08,1.53545051698671,1.46922300706357,"AEO",0.770562770562771,0.333333333333333,0.903662032006909,0.137505377534739
"109",2009-06-09,1.55686853766617,1.47426841574167,"AEO",0.744588744588745,0.575757575757576,0.786586031190328,0.386477303069094
"110",2009-06-10,1.6794682422452,1.48435923309788,"AEO",0.965367965367965,0.593073593073593,0.989767650950796,0.17455896003174
"111",2009-06-11,1.62481536189069,1.4460141271443,"AEO",0.186147186147186,0.281385281385281,0.212438562334151,0.487587293362506
"112",2009-06-12,1.6410635155096,1.46922300706357,"AEO",0.718614718614719,0.666666666666667,0.680291979213555,0.545387446089056
"113",2009-06-15,1.59010339734121,1.42986881937437,"AEO",0.194805194805195,0.272727272727273,0.23414389998782,0.461228556185833
"114",2009-06-16,1.49852289512555,1.36730575176589,"AEO",0.0692640692640693,0.112554112554113,0.150618310273313,0.385576886250198
"115",2009-06-17,1.47045790251108,1.40060544904137,"AEO",0.311688311688312,0.744588744588745,0.131266322724655,0.891307610643743
"116",2009-06-18,1.45051698670606,1.39757820383451,"AEO",0.350649350649351,0.523809523809524,0.272491929058237,0.658749453311744
"117",2009-06-19,1.41728212703102,1.41069626639758,"AEO",0.268398268398268,0.619047619047619,0.138384209082942,0.811450866800028
"118",2009-06-22,1.36632200886263,1.36730575176589,NA,0.173160173160173,0.238095238095238,0.228957363214387,0.432626238760348
"119",2009-06-23,1.36189069423929,1.3188698284561,NA,0.489177489177489,0.186147186147186,0.746525385128511,0.107021626572728
"120",2009-06-24,1.3943870014771,1.35015136226034,NA,0.835497835497836,0.735930735930736,0.809115941642201,0.509176022960825
"121",2009-06-25,1.43353028064993,1.44298688193744,NA,0.883116883116883,0.948051948051948,0.536828136095473,0.902432450949883
"122",2009-06-26,1.42171344165436,1.43491422805247,NA,0.41991341991342,0.493506493506494,0.389252579038105,0.560110738567323
"123",2009-06-29,1.38995568685377,1.44500504540868,NA,0.277056277056277,0.593073593073593,0.155394481691597,0.784117603941359
"124",2009-06-30,1.35672082717873,1.42986881937437,NA,0.25974025974026,0.471861471861472,0.191822574141175,0.668845173672291
"125",2009-07-01,1.36115214180207,1.43895055499495,NA,0.606060606060606,0.588744588744589,0.578460811816268,0.536976720348727
