"","X1","PEP","CL","long_distance","Fx","Fy","MI_X","MI_Y"
"103",2009-06-01,0.949258531356084,1.00144258511252,NA,0.926406926406926,0.974025974025974,0.386754779121889,0.931070311330148
"104",2009-06-02,0.989279971413257,1.0132717830352,NA,0.974025974025974,0.787878787878788,0.989423098698069,0.126001160196362
"105",2009-06-03,0.969626585670895,1.02192729371033,NA,0.108225108225108,0.731601731601732,0.0116435412399133,0.972062130290224
"106",2009-06-04,0.979453278542076,1.02885170225043,NA,0.792207792207792,0.696969696969697,0.7682783380073,0.480749772957979
"107",2009-06-05,0.98052528140075,1.02279284477784,NA,0.584415584415584,0.346320346320346,0.749664392811085,0.212088133259858
"108",2009-06-08,0.967482579953547,1.02250432775534,NA,0.151515151515152,0.489177489177489,0.0572770181119079,0.83519234644028
"109",2009-06-09,0.955511881365017,1.01226197345643,NA,0.16017316017316,0.238095238095238,0.195602527932447,0.503682949529412
"110",2009-06-10,0.953367875647668,1.01500288517023,NA,0.463203463203463,0.588744588744589,0.361063283193978,0.660298906899861
"111",2009-06-11,0.946399857066285,1.0135603000577,"PEP",0.298701298701299,0.476190476190476,0.220318911222159,0.658407990432676
"112",2009-06-12,0.958549222797927,1.02971725331795,"PEP",0.835497835497836,0.87012987012987,0.600371027392918,0.757100038337615
"113",2009-06-15,0.944791852778274,1.00923254472014,"PEP",0.142857142857143,0.125541125541126,0.367961979817048,0.268763578885498
"114",2009-06-16,0.935143827050206,0.989613387189844,"PEP",0.216450216450216,0.125541125541126,0.551041417396674,0.149606666769894
"115",2009-06-17,0.946399857066285,1.00288517022504,"PEP",0.818181818181818,0.831168831168831,0.644093772144709,0.695651917075868
"116",2009-06-18,0.973557262819368,1.02149451817657,"PEP",0.952380952380952,0.896103896103896,0.893782053861414,0.453681987139403
"117",2009-06-19,0.963194568518849,1.01803231390652,"PEP",0.207792207792208,0.41991341991342,0.135915098837928,0.6961801491316
"118",2009-06-22,0.955690548508129,1.01774379688402,"PEP",0.277056277056277,0.489177489177489,0.184559675085695,0.698183293129717
"119",2009-06-23,0.947114525638735,1.01500288517023,"PEP",0.242424242424242,0.445887445887446,0.165428507346457,0.68349890751829
"120",2009-06-24,0.947829194211185,1.01255049047894,"PEP",0.58008658008658,0.45021645021645,0.659077867772865,0.350169494277494
"121",2009-06-25,0.964623905663748,1.03058280438546,"PEP",0.909090909090909,0.891774891774892,0.753925782616091,0.645087984418349
"122",2009-06-26,0.977309272824728,1.03519907674553,"PEP",0.835497835497836,0.636363636363636,0.875795477148859,0.32048196923843
"123",2009-06-29,0.979810612828301,1.03491055972302,"PEP",0.619047619047619,0.489177489177489,0.681528431566338,0.370942439918637
"124",2009-06-30,0.981954618545649,1.02048470859781,"PEP",0.601731601731602,0.164502164502165,0.897362037458938,0.0455594666275408
"125",2009-07-01,1.00982669287118,1.04068090017311,"PEP",0.952380952380952,0.904761904761905,0.879707546038669,0.484641373723891
